Split Cost,Storage Use
0,0.1
0,0.2
0,0.3
0,0.4
0,0.5
0,0.6
0,0.7
0,0.8
0,0.9
0,1.0
2,0.55
0,0.6
0,0.65
0,0.7
0,0.75
0,0.8
0,0.85
0,0.9
0,0.95
0,1.0
2,0.7
0,0.7333333333333333
0,0.7666666666666667
0,0.8
0,0.8333333333333334
0,0.8666666666666667
2,0.675
3,0.4666666666666667
0,0.48333333333333334
0,0.5
0,0.5166666666666667
0,0.5333333333333333
0,0.55
0,0.5666666666666667
0,0.5833333333333334
0,0.6
0,0.6166666666666667
0,0.6333333333333333
0,0.65
2,0.5714285714285714
0,0.5857142857142857
0,0.6
0,0.6142857142857143
0,0.6285714285714286
0,0.6428571428571429
0,0.6571428571428571
0,0.6714285714285714
0,0.6857142857142857
0,0.7
0,0.7142857142857143
0,0.7285714285714285
2,0.65
0,0.6625
0,0.675
0,0.6875
0,0.7
0,0.7125
0,0.725
3,0.6555555555555556
0,0.6666666666666666
0,0.6777777777777778
0,0.6888888888888889
0,0.7
2,0.64
2,0.5909090909090909
0,0.6
0,0.6090909090909091
0,0.6181818181818182
0,0.6272727272727273
0,0.6363636363636364
0,0.6454545454545455
0,0.6545454545454545
0,0.6636363636363637
0,0.6727272727272727
0,0.6818181818181818
0,0.6909090909090909
2,0.6416666666666667
0,0.65
0,0.6583333333333333
0,0.6666666666666666
0,0.675
0,0.6833333333333333
0,0.6916666666666667
0,0.7
2,0.6538461538461539
0,0.6615384615384615
0,0.6692307692307692
0,0.676923076923077
0,0.6846153846153846
0,0.6923076923076923
0,0.7
0,0.7076923076923077
0,0.7153846153846154
0,0.7230769230769231
0,0.7307692307692307
2,0.6857142857142857
0,0.6928571428571428
0,0.7
0,0.7071428571428572
0,0.7142857142857143
2,0.6733333333333333
0,0.68
0,0.6866666666666666
0,0.6933333333333334
0,0.7
0,0.7066666666666667
0,0.7133333333333334
0,0.72
0,0.7266666666666667
0,0.7333333333333333
0,0.74
0,0.7466666666666667
3,0.70625
2,0.6705882352941176
0,0.6764705882352942
0,0.6823529411764706
0,0.6882352941176471
0,0.6941176470588235
0,0.7
0,0.7058823529411765
0,0.711764705882353
2,0.6777777777777778
0,0.6833333333333333
0,0.6888888888888889
0,0.6944444444444444
0,0.7
0,0.7055555555555556
0,0.7111111111111111
0,0.7166666666666667
0,0.7222222222222222
0,0.7277777777777777
0,0.7333333333333333
2,0.7
2,0.67
0,0.675
2,0.6476190476190476
0,0.6523809523809524
0,0.6571428571428571
0,0.6619047619047619
0,0.6666666666666666
0,0.6714285714285714
0,0.6761904761904762
0,0.680952380952381
0,0.6857142857142857
0,0.6904761904761905
2,0.6636363636363637
0,0.6681818181818182
0,0.6727272727272727
0,0.6772727272727272
0,0.6818181818181818
0,0.6863636363636364
0,0.6909090909090909
0,0.6954545454545454
0,0.7
0,0.7045454545454546
0,0.7090909090909091
2,0.6826086956521739
0,0.6869565217391305
0,0.691304347826087
2,0.6666666666666666
0,0.6708333333333333
0,0.675
2,0.652
0,0.656
0,0.66
0,0.664
2,0.6423076923076924
0,0.6461538461538462
0,0.65
0,0.6538461538461539
